ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,,Traffic_Level,Distance (km),TARGET
D20C,AGRRES08DEL02,30,4.4,27.160934,78.044095,27.240934,78.124095,Meal ,scooter ,21.59,52,0,clear sky,,Moderate,20.61,30.35
7704,JAPRES09DEL02,34,4.1,26.911378,75.789034,26.961378,75.839034,Snack ,scooter ,19.42,68,0,haze,,Moderate,10.7,34.08333333
E16C,KOLRES08DEL02,22,4.9,22.53796,88.349843,22.61796,88.429843,Snack ,motorcycle ,22.99,83,0,haze,,High,18.23,38.88333333
BA70,HYDRES17DEL03,29,5,17.451976,78.385883,17.511976,78.445883,Snack ,scooter ,21.23,64,0,broken clouds,,High,12.73,36.7
2670,HYDRES20DEL03,24,4.5,17.483216,78.552111,17.513216,78.582111,Snack ,scooter ,21.4,65,0,broken clouds,,Low,6.6,24.96666667
4546,PUNERES06DEL03,37,3.6,18.546258,73.904337,18.636258,73.994337,Drinks ,scooter ,19.31,65,0,clear sky,,High,26.53,54.16666667
1255,VADRES05DEL01,30,4.8,22.310526,73.170937,22.380526,73.240937,Drinks ,motorcycle ,22.66,43,0,clear sky,,Moderate,14.01,38.81666667
D2BF,AGRRES17DEL01,36,4.8,27.157772,78.04725,27.167772,78.05725,Meal ,scooter ,21.61,52,0,clear sky,,Very Low,2.55,9.816666667
900A,BANGRES14DEL02,29,4.9,12.949934,77.699386,13.079934,77.829386,Meal ,motorcycle ,19.08,93,0,fog,,Very High,26.65,55.13333333
C923,KNPRES05DEL02,23,5,26.479108,80.315042,26.529108,80.365042,Snack ,motorcycle ,21.8,55,0,clear sky,,Moderate,11.56,32.33333333
8233,HYDRES15DEL03,35,4.1,17.45971,78.368855,17.51971,78.428855,Buffet ,motorcycle ,21.18,65,0,broken clouds,,High,13.79,36.76666667
3464,CHENRES16DEL01,32,3.5,13.049645,80.242268,13.119645,80.312268,Meal ,scooter ,26.43,88,0,scattered clouds,,Very High,18.22,53.03333333
C443,GOARES05DEL03,27,5,0,0,0.03,0.03,Snack ,scooter ,26.28,85,0.1,light rain,,N/A,N/A,#N/A
852F,PUNERES11DEL03,26,4.1,18.533811,73.899315,18.593811,73.959315,Buffet ,motorcycle ,19.08,65,0,clear sky,,High,15.59,36.01666667
2BF9,RANCHIRES010DEL03,23,4.9,23.354422,85.3329,23.384422,85.3629,Buffet ,scooter ,17.53,69,0,clear sky,,Low,4.96,15.93333333
860E,JAPRES12DEL01,31,5,26.902908,75.792934,26.912908,75.802934,Drinks ,motorcycle ,19.67,68,0,haze,,Very Low,1.97,15.71666667
68BC,JAPRES17DEL03,30,4.6,26.892312,75.806896,27.032312,75.946896,Snack ,motorcycle ,19.99,47,0,clear sky,,Very High,26.05,53.83333333
55DF,BANGRES14DEL01,30,4.9,12.949934,77.699386,13.059934,77.809386,Drinks ,motorcycle ,19.19,93,0,fog,,Very High,25.08,64.88333333
A2C1,INDORES12DEL03,33,5,22.74806,75.8934,22.77806,75.9234,Buffet ,motorcycle ,17.12,72,0,haze,,Low,6.42,20.55
A513,JAPRES11DEL03,33,4.1,26.90294,75.793007,26.96294,75.853007,Buffet ,motorcycle ,19.73,68,0,haze,,Moderate,10.31,27.81666667
7C0D,CHENRES18DEL01,38,4.1,12.981615,80.231598,12.991615,80.241598,Drinks ,motorcycle ,26.34,88,0,mist,,Very Low,2.33,21.18333333
352B,CHENRES20DEL02,24,4.9,12.975996,80.221898,13.055996,80.301898,Buffet ,motorcycle ,26.52,88,0,mist,,High,15.71,39.15
BC86,CHENRES12DEL03,35,4.6,12.972793,80.249982,13.002793,80.279982,Buffet ,motorcycle ,26.52,88,0,mist,,Low,5.92,22.53333333
817C,HYDRES06DEL02,30,4.9,17.455894,78.375467,17.585894,78.505467,Buffet ,scooter ,21.02,65,0,broken clouds,,Very High,33.29,59.23333333
C294,KNPRES06DEL03,35,4.7,0,0,0.03,0.03,Snack ,motorcycle ,26.28,85,0.1,light rain,,N/A,N/A,#N/A
9AE0,PUNERES07DEL01,25,4.6,18.546947,73.900626,18.616947,73.970626,Drinks ,motorcycle ,19.33,65,0,clear sky,,High,15.98,52.01666667
C30F,KNPRES11DEL02,33,4.7,26.474986,80.342796,26.604986,80.472796,Drinks ,scooter ,19.97,56,0,clear sky,,High,25.69,53.21666667
CD06,AGRRES18DEL02,23,4.5,27.161694,78.034714,27.211694,78.084714,Drinks ,scooter ,21.69,52,0,clear sky,,Moderate,21.33,35.36666667
17B2,VADRES12DEL01,33,4.7,0,0,0.11,0.11,Drinks ,scooter ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
8C69,PUNERES07DEL03,35,4.7,18.546947,73.900626,18.576947,73.930626,Snack ,motorcycle ,19.2,65,0,clear sky,,Low,6.21,21.55
3A4D,MYSRES07DEL03,29,4.9,12.325461,76.632278,12.355461,76.662278,Meal ,scooter ,18.34,81,0,broken clouds,,Low,7.88,19.3
C0BB,KOCRES17DEL01,27,4.7,-9.959778,76.296106,9.969778,76.306106,Buffet ,motorcycle ,24.01,84,0,scattered clouds,,N/A,N/A,#VALUE!
2349,JAPRES16DEL02,21,4.5,26.849596,75.800512,26.929596,75.880512,Buffet ,motorcycle ,19.98,68,0,haze,,High,18.26,39.16666667
1615,JAPRES12DEL03,30,4.6,26.902908,75.792934,26.962908,75.852934,Meal ,motorcycle ,19.73,68,0,haze,,Moderate,10.31,25.8
37EC,SURRES02DEL01,21,4.6,21.186608,72.794136,21.196608,72.804136,Drinks ,motorcycle ,23.46,43,0,clear sky,,Very Low,2.23,15.43333333
54A1,JAPRES15DEL01,37,4.6,26.891191,75.802083,26.931191,75.842083,Buffet ,motorcycle ,19.64,68,0,haze,,Moderate,8.09,24.73333333
696E,INDORES16DEL03,32,4.4,22.744648,75.894377,22.804648,75.954377,Meal ,motorcycle ,17.17,72,0,haze,,Moderate,13.86,27.71666667
43D,HYDRES06DEL03,29,4.6,17.455894,78.375467,17.485894,78.405467,Snack ,electric_scooter ,21.27,65,0,broken clouds,,Moderate,9.45,26.78333333
215B,VADRES05DEL03,38,4.3,22.310526,73.170937,22.370526,73.230937,Buffet ,scooter ,22.74,43,0,clear sky,,Moderate,13.47,29.63333333
6D4F,HYDRES01DEL01,39,4.6,17.410371,78.437225,17.520371,78.547225,Buffet ,motorcycle ,21.25,64,0,broken clouds,,Very High,22.72,50.33333333
54D6,JAPRES010DEL01,35,4,26.921411,75.793604,26.961411,75.833604,Drinks ,motorcycle ,18.62,68,0,haze,,High,15.27,45.5
9C40,SURRES13DEL03,30,4.6,21.170096,72.789122,21.200096,72.819122,Buffet ,motorcycle ,23.39,43,0,clear sky,,Low,6.06,16.63333333
713A,INDORES12DEL02,38,4.7,22.74806,75.8934,22.79806,75.9434,Meal ,motorcycle ,17.17,72,0,haze,,Moderate,12.56,26.58333333
7DD3,PUNERES15DEL02,33,4.8,18.636215,73.751081,18.686215,73.801081,Buffet ,electric_scooter ,19.01,65,0,few clouds,,Moderate,11.42,27.6
CEDC,KOLRES08DEL03,34,4.1,22.53796,88.349843,22.56796,88.379843,Buffet ,motorcycle ,22.98,83,0,haze,,Low,6.89,21.66666667
37C5,MUMRES04DEL03,24,4.2,19.254567,72.848923,19.344567,72.938923,Drinks ,motorcycle ,26.71,48,0,clear sky,,Very High,27.43,75.3
AC08,BANGRES06DEL02,34,4.7,12.979096,77.640625,13.029096,77.690625,Buffet ,motorcycle ,19.54,93,0,mist,,Moderate,10.09,31.55
951C,HYDRES01DEL02,31,4,17.410371,78.437225,17.540371,78.567225,Snack ,electric_scooter ,21.11,65,0,broken clouds,,Very High,30.82,69.48333333
48CC,HYDRES11DEL01,24,4.1,17.430448,78.418213,17.500448,78.488213,Drinks ,motorcycle ,21.27,65,0,broken clouds,,High,19.01,47.83333333
575A,CHENRES07DEL01,37,4.8,13.081878,80.248519,13.121878,80.288519,Drinks ,motorcycle ,26.34,88,0,mist,,Moderate,9.03,37.13333333
6421,PUNERES05DEL02,22,4.6,18.543626,73.905101,18.563626,73.925101,Snack ,motorcycle ,19.01,64,0,clear sky,,Low,4.38,15.75
506E,BANGRES04DEL01,24,4.6,12.98041,77.640489,13.09041,77.750489,Meal ,motorcycle ,19.07,93,0,fog,,High,20.94,42.66666667
8C46,JAPRES19DEL02,37,4.6,26.913726,75.75282,26.933726,75.77282,Drinks ,scooter ,19.64,68,0,haze,,Low,4.13,22.61666667
72B6,JAPRES14DEL02,35,4.6,26.88842,75.800689,27.01842,75.930689,Buffet ,motorcycle ,19.89,47,0,clear sky,,Very High,25.22,56.45
FFB,VADRES04DEL03,25,4.6,0,0,0.09,0.09,Drinks ,motorcycle ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
B268,COIMBRES02DEL02,36,4.5,11.022477,76.995667,11.042477,77.015667,Drinks ,scooter ,24.84,73,0,mist,,Low,4.55,27.28333333
62D9,JAPRES17DEL03,21,4.5,26.892312,75.806896,27.032312,75.946896,Snack ,motorcycle ,19.99,47,0,clear sky,,Very High,26.05,53.8
134D,RANCHIRES18DEL02,35,4.5,23.351489,85.324253,23.481489,85.454253,Snack ,motorcycle ,17.51,69,0,clear sky,,High,21.11,41.11666667
4167,CHENRES19DEL03,35,4.5,12.986047,80.218114,13.046047,80.278114,Buffet ,scooter ,26.49,88,0,mist,,Moderate,14.54,33.93333333
462B,SURRES06DEL01,37,4.2,21.185047,72.80859,21.225047,72.84859,Drinks ,motorcycle ,23.01,43,0,clear sky,,Low,9.35,28.86666667
D5A8,KOLRES04DEL01,21,4.7,22.538731,88.364878,22.548731,88.374878,Buffet ,motorcycle ,22.99,83,0,haze,,Very Low,1.91,10.65
2A15,COIMBRES18DEL02,23,4.9,11.02091,76.940432,11.15091,77.070432,Buffet ,motorcycle ,25.14,73,0,mist,,Very High,27.2,51.45
482B,JAPRES06DEL01,31,4.5,26.911927,75.797282,26.921927,75.807282,Buffet ,motorcycle ,19.62,68,0,haze,,Very Low,2.42,13.21666667
BD76,CHENRES07DEL01,38,4.9,13.081878,80.248519,13.151878,80.318519,Snack ,motorcycle ,26.39,87,0,scattered clouds,,Very High,19.45,60.18333333
5538,VADRES01DEL01,30,4.5,22.307898,73.167788,22.417898,73.277788,Snack ,motorcycle ,22.47,44,0,clear sky,,High,20.94,42.45
B7D9,INDORES16DEL01,23,4.8,22.744648,75.894377,22.814648,75.964377,Buffet ,motorcycle ,17.19,72,0,haze,,Moderate,16.74,33.76666667
BD28,BANGRES08DEL03,33,4.5,12.906229,77.596791,12.966229,77.656791,Buffet ,scooter ,19.66,91,0,mist,,High,13.87,39.83333333
6927,PUNERES06DEL03,28,4.8,18.546258,73.904337,18.636258,73.994337,Meal ,motorcycle ,19.31,65,0,clear sky,,High,26.53,44.55
63F5,MYSRES05DEL02,35,4.6,12.323978,76.627961,12.453978,76.757961,Buffet ,motorcycle ,18.05,77,0,scattered clouds,,High,25.68,47.46666667
BD71,PUNERES010DEL01,22,4.4,18.539299,73.897902,18.649299,74.007902,Buffet ,motorcycle ,19.37,65,0,clear sky,,Very High,27.04,52.63333333
89F8,CHENRES11DEL02,26,4.6,13.064181,80.236442,13.144181,80.316442,Meal ,motorcycle ,26.4,88,0,broken clouds,,Very High,21.6,58.45
92DF,CHENRES20DEL03,36,4.7,12.975996,80.221898,13.035996,80.281898,Buffet ,motorcycle ,26.51,87,0,mist,,Moderate,12.24,31.25
7596,JAPRES19DEL01,27,4.8,26.913726,75.75282,27.023726,75.86282,Meal ,motorcycle ,19.79,46,0,clear sky,,Very High,28.38,54.15
BDA,MUMRES18DEL01,29,4.6,19.1093,72.825451,19.1493,72.865451,Drinks ,motorcycle ,26.73,44,0,smoke,,High,15.4,58.36666667
685F,JAPRES010DEL02,20,4.8,26.921411,75.793604,27.051411,75.923604,Drinks ,motorcycle ,19.9,46,0,clear sky,,Very High,24.55,55.08333333
CD8D,DEHRES05DEL03,35,4.3,30.346994,78.062543,30.486994,78.202543,Meal ,scooter ,12.01,81,0,clear sky,,Very High,49.15,114.3166667
6670,SURRES08DEL03,27,4.8,21.173343,72.792731,21.203343,72.822731,Drinks ,scooter ,23.39,43,0,clear sky,,Low,6,23.65
7890,SURRES02DEL02,26,5,21.186608,72.794136,21.236608,72.844136,Meal ,electric_scooter ,22.99,43,0,clear sky,,Low,8.4,18.05
9.80E+04,VADRES12DEL03,26,4.6,0,0,0.09,0.09,Meal ,scooter ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
C938,BHPRES06DEL02,26,4.8,23.232357,77.429989,23.362357,77.559989,Drinks ,motorcycle ,18.45,58,0,clear sky,,Very High,31.21,66.38333333
4B73,CHENRES18DEL01,23,4.6,12.981615,80.231598,13.051615,80.301598,Snack ,electric_scooter ,26.53,87,0,mist,,High,14.48,40.41666667
10A8,RANCHIRES13DEL02,25,4.6,23.374989,85.335486,23.394989,85.355486,Snack ,motorcycle ,17.66,68,0,clear sky,,Low,4.97,18.96666667
207D,BANGRES18DEL02,35,3.8,12.913041,77.683237,13.043041,77.813237,Snack ,scooter ,19.5,93,0,mist,,Very High,29.57,69.73333333
5F7B,PUNERES010DEL01,36,4.7,18.539299,73.897902,18.579299,73.937902,Buffet ,scooter ,19,64,0,clear sky,,Moderate,12.05,29.8
CA59,KOCRES15DEL02,24,4.9,10.027364,76.308258,10.157364,76.438258,Snack ,scooter ,23.99,88,0,mist,,Very High,28.81,54.56666667
7.10E+09,COIMBRES15DEL01,32,4.6,11.006686,76.951736,11.116686,77.061736,Meal ,scooter ,25.12,73,0,mist,,High,20.35,43.88333333
4629,JAPRES02DEL03,28,4.9,26.914142,75.805704,27.054142,75.945704,Drinks ,scooter ,19.93,47,0,clear sky,,Very High,27.74,60.68333333
3715,MUMRES15DEL02,32,4.1,19.176269,72.836721,19.306269,72.966721,Buffet ,motorcycle ,27.05,49,0,clear sky,,Very High,42.66,101.2333333
9ECC,MUMRES13DEL01,22,4.9,19.178321,72.834715,19.288321,72.944715,Drinks ,electric_scooter ,27.04,48,0,clear sky,,Very High,23.41,66.65
CA04,AGRRES010DEL02,30,5,27.163303,78.057044,27.183303,78.077044,Meal ,motorcycle ,21.63,52,0,clear sky,,Moderate,5.85,25.31666667
45AC,RANCHIRES20DEL02,25,4.9,23.39925,85.390464,23.47925,85.470464,Meal ,motorcycle ,17.64,69,0,clear sky,,Moderate,12.82,21.2
A3BF,JAPRES18DEL03,24,5,26.913987,75.752891,26.943987,75.782891,Snack ,scooter ,19.61,68,0,haze,,Low,8.25,23.65
C8AF,AURGRES14DEL03,30,4.7,19.875016,75.322405,19.905016,75.352405,Drinks ,scooter ,17.86,82,0,mist,,Low,5.73,28.23333333
C095,GOARES15DEL02,29,4.4,-15.51315,73.78346,15.56315,73.83346,Snack ,motorcycle ,24.66,59,0,scattered clouds,,N/A,N/A,#VALUE!
2953,CHENRES12DEL01,29,4.6,12.972793,80.249982,13.042793,80.319982,Meal ,scooter ,26.54,87,0,mist,,High,17.93,40.35
CD77,LUDHRES06DEL02,32,4.9,30.895204,75.822103,31.025204,75.952103,Drinks ,motorcycle ,18.54,58,0,clear sky,,Very High,43.08,58.5
C229,AGRRES16DEL03,33,4.6,0,0,0.09,0.09,Snack ,scooter ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
A875,JAPRES19DEL02,38,4.8,26.913726,75.75282,26.993726,75.83282,Drinks ,electric_scooter ,18.74,64,0,haze,,Very High,20.8,59.83333333
8B5,HYDRES17DEL01,29,4.6,17.451976,78.385883,17.491976,78.425883,Meal ,motorcycle ,21.39,64,0,broken clouds,,Moderate,10.64,28.76666667
4CEF,SURRES08DEL02,22,4.7,21.173343,72.792731,21.193343,72.812731,Drinks ,scooter ,23.61,44,0,clear sky,,Very Low,3.97,19
A577,VADRES16DEL02,36,4.9,0,0,0.08,0.08,Snack ,motorcycle ,26.25,85,0,overcast clouds,,N/A,N/A,#VALUE!
25B3,BANGRES17DEL02,21,4.6,12.972532,77.608179,13.022532,77.658179,Buffet ,motorcycle ,19.4,92,0,mist,,Moderate,9.83,29.55
21DC,INDORES07DEL02,29,4.8,22.722634,75.886959,22.802634,75.966959,Snack ,scooter ,17.18,72,0,haze,,High,16.9,38.4
B2D0,MUMRES03DEL02,25,5,19.22384,72.841347,19.24384,72.861347,Drinks ,motorcycle ,26.94,44,0,smoke,,Low,5.06,31.31666667
1050,HYDRES11DEL02,22,4.8,17.430448,78.418213,17.450448,78.438213,Buffet ,motorcycle ,21.4,67,0,broken clouds,,Low,4.85,17.56666667
229F,JAPRES18DEL02,38,4.1,26.913987,75.752891,26.963987,75.802891,Snack ,motorcycle ,19.54,68,0,haze,,Moderate,11.62,31.66666667
CFE,HYDRES02DEL02,29,4.6,17.41233,78.449654,17.46233,78.499654,Snack ,scooter ,21.4,64,0,broken clouds,,Moderate,10.22,26.53333333
2A16,MUMRES07DEL03,31,4,19.091458,72.827808,19.181458,72.917808,Drinks ,scooter ,26.34,44,0,smoke,,Very High,22.89,74.06666667
CA9F,GOARES11DEL03,30,5,15.544419,73.755736,15.574419,73.785736,Meal ,electric_scooter ,24.94,58,0,scattered clouds,,Low,5.66,20.9
A21D,HYDRES15DEL01,37,5,17.45971,78.368855,17.49971,78.408855,Meal ,motorcycle ,21.29,65,0,broken clouds,,Moderate,8.9,24.68333333
656C,HYDRES15DEL01,36,4.5,17.45971,78.368855,17.46971,78.378855,Snack ,electric_scooter ,21.23,68,0,broken clouds,,Very Low,2.15,12.66666667
27A6,MUMRES17DEL02,26,4.9,19.121999,72.908493,19.201999,72.988493,Drinks ,motorcycle ,24.42,49,0,clear sky,,High,19.19,48.01666667
50FF,VADRES16DEL01,31,4.7,0,0,0.07,0.07,Drinks ,motorcycle ,26.28,84,0,broken clouds,,N/A,N/A,#VALUE!
336A,JAPRES11DEL01,31,5,26.90294,75.793007,27.01294,75.903007,Drinks ,scooter ,19.9,46,0,clear sky,,High,19.82,50.68333333
64C9,JAPRES02DEL01,36,4.8,26.914142,75.805704,26.954142,75.845704,Drinks ,motorcycle ,19.81,68,0,haze,,Low,7.89,29.43333333
BF19,ALHRES18DEL01,29,4.6,25.450317,81.831681,25.460317,81.841681,Buffet ,electric_scooter ,22.23,53,0,clear sky,,Very Low,3.14,11.51666667
8A65,INDORES18DEL02,21,5,22.753839,75.897429,22.833838,75.977429,Buffet ,motorcycle ,17.25,53,0,clear sky,,Moderate,18.49,32.33333333
A4A2,COIMBRES010DEL03,34,4.8,11.003008,76.97544,11.093008,77.06544,Meal ,electric_scooter ,25,73,0,mist,,High,16.69,34.35
7740,VADRES03DEL01,24,4.3,22.32,73.17,22.39,73.24,Snack ,motorcycle ,22.55,43,0,clear sky,,Moderate,13.91,30.66666667
9187,CHENRES05DEL01,38,3.6,13.058616,80.264151,13.128616,80.334151,Buffet ,scooter ,26.43,87,0,scattered clouds,,Very High,14.88,53.96666667
B670,RANCHIRES13DEL02,36,4.5,23.374989,85.335486,23.504989,85.465486,Meal ,motorcycle ,17.42,69,0,clear sky,,High,23.58,45.9
50A5,CHENRES18DEL03,24,4.9,12.981615,80.231598,13.071615,80.321598,Drinks ,scooter ,26.51,87,0,mist,,High,18.82,54.9
76F8,CHENRES17DEL03,28,4.7,13.045479,80.23311,13.105479,80.29311,Meal ,motorcycle ,26.36,88,0,mist,,Moderate,11.34,27.9
480F,VADRES02DEL01,23,4.7,0,0,0.01,0.01,Drinks ,motorcycle ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
9837,RANCHIRES01DEL02,30,4.9,23.416792,85.316842,23.436792,85.336842,Drinks ,scooter ,17.69,68,0,clear sky,,Low,4.57,20
C240,KOLRES18DEL03,32,4.2,22.569367,88.433187,22.599367,88.463187,Meal ,motorcycle ,23.03,83,0,haze,,Low,8.37,20.2
529,COIMBRES09DEL03,29,4.6,11.008638,76.984311,11.038638,77.014311,Meal ,scooter ,24.82,73,0,mist,,Low,6.4,19.01666667
7.00E+01,BANGRES18DEL02,32,4.4,12.913041,77.683237,13.043041,77.813237,Buffet ,motorcycle ,19.5,93,0,mist,,Very High,29.57,67.7
B8FE,SURRES20DEL02,34,4.1,21.15276,72.778059,21.23276,72.858059,Snack ,motorcycle ,23.02,43,0,clear sky,,High,16.42,36.13333333
1F4A,VADRES18DEL02,25,4.7,0,0,0.05,0.05,Drinks ,motorcycle ,26.26,85,0,overcast clouds,,N/A,N/A,#VALUE!
2960,MUMRES16DEL03,29,4.6,19.120083,72.907385,19.210083,72.997385,Drinks ,scooter ,27.04,44,0,smoke,,High,17.77,51.66666667
40BA,COIMBRES05DEL01,22,4.9,11.022169,76.999594,11.132169,77.109594,Meal ,scooter ,25.15,73,0,mist,,High,24.02,42.95
E156,LUDHRES15DEL02,38,4.1,30.899584,75.809346,30.979584,75.889346,Drinks ,scooter ,18.79,57,0,clear sky,,High,23.44,46.43333333
4571,CHENRES05DEL03,24,4.8,13.058616,80.264151,13.118616,80.324151,Drinks ,scooter ,26.43,87,0,scattered clouds,,Very High,16.3,61.05
B354,RANCHIRES07DEL03,31,4.9,23.359407,85.325055,23.449407,85.415055,Buffet ,scooter ,17.54,69,0,clear sky,,High,18.51,35.23333333
111F,INDORES18DEL03,24,5,22.753839,75.897429,22.783839,75.927429,Snack ,electric_scooter ,17.09,72,0,haze,,Low,7.16,24.11666667
2EB7,MUMRES12DEL01,32,4.6,19.207222,72.972281,19.247222,73.012281,Meal ,scooter ,27.05,47,0,clear sky,,Moderate,7.8,28.41666667
957D,PUNERES19DEL01,39,4.7,18.563934,73.915367,18.673935,74.025367,Buffet ,motorcycle ,19.47,65,0,clear sky,,Very High,25.16,53.78333333
ACDA,HYDRES16DEL02,22,4.7,17.440827,78.393391,17.490827,78.443391,Snack ,motorcycle ,21.32,64,0,broken clouds,,Moderate,13.63,35.3
7CA0,SURRES18DEL03,30,4.7,21.149834,72.778666,21.179834,72.808666,Meal ,scooter ,23.59,44,0,clear sky,,Low,5.83,14.28333333
DAB4,ALHRES07DEL01,20,4.8,25.449659,81.839744,25.459659,81.849744,Buffet ,scooter ,22.19,54,0,clear sky,,Very Low,3.45,10.18333333
2088,VADRES19DEL02,33,4.3,22.311844,73.165081,22.331844,73.185081,Buffet ,motorcycle ,22.88,42,0,clear sky,,Low,5.52,14.35
A4EE,INDORES15DEL01,20,4.2,22.760072,75.892574,22.770072,75.902574,Drinks ,motorcycle ,17.16,72,0,haze,,Very Low,2.62,19.43333333
258A,BANGRES04DEL01,32,4.6,12.98041,77.640489,12.99041,77.650489,Snack ,scooter ,19.54,92,0,mist,,Very Low,5.42,14.28333333
8478,SURRES14DEL01,28,4.7,21.157729,72.768726,21.267729,72.878726,Meal ,electric_scooter ,22.88,43,0,clear sky,,High,22.71,42.31666667
2808,COIMBRES15DEL03,26,5,11.006686,76.951736,11.066686,77.011736,Snack ,scooter ,24.94,73,0,mist,,Moderate,11.27,35.23333333
C44,INDORES17DEL01,23,4.6,22.761226,75.887522,22.831226,75.957521,Drinks ,motorcycle ,17.18,53,0,clear sky,,High,16.92,46.55
A1B9,MYSRES02DEL01,33,4.9,12.304569,76.643622,12.414569,76.753622,Meal ,motorcycle ,18.4,82,0,broken clouds,,High,25.86,41.28333333
DA70,GOARES18DEL03,25,4.6,15.49395,73.827423,15.52395,73.857423,Snack ,scooter ,24.98,88,0,mist,,Low,7.48,25.51666667
BF05,AGRRES14DEL03,29,4.6,-27.16185,-78.040165,27.25185,78.130165,Buffet ,scooter ,21.57,52,0,clear sky,,N/A,N/A,#VALUE!
A896,RANCHIRES20DEL01,34,4.9,23.39925,85.390464,23.40925,85.400464,Buffet ,motorcycle ,17.82,68,0,clear sky,,Very Low,1.79,7.166666667
C828,DEHRES16DEL02,22,4.7,30.342509,78.061187,30.472509,78.191187,Buffet ,motorcycle ,8.79,81,0,clear sky,,Very High,43.24,104.05
1334,BANGRES16DEL01,26,4.7,13.029198,77.570997,13.069198,77.610997,Meal ,electric_scooter ,19.42,93,0,mist,,Moderate,9.38,25.4
7194,COIMBRES12DEL02,32,5,11.000762,76.981876,11.020762,77.001876,Buffet ,electric_scooter ,24.95,73,0,mist,,Low,4.82,18.56666667
201F,MYSRES17DEL01,23,4.6,12.326356,76.619103,12.436356,76.729103,Meal ,motorcycle ,18.13,82,0,broken clouds,,High,21.93,34.4
50D8,CHENRES16DEL01,39,4.2,13.049645,80.242268,13.119645,80.312268,Buffet ,motorcycle ,26.43,88,0,scattered clouds,,Very High,18.22,56.33333333
C80A,AURGRES02DEL01,25,4.5,0,0,0.01,0.01,Meal ,motorcycle ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
67A5,MYSRES14DEL02,35,4.6,0,0,0.08,0.08,Snack ,electric_scooter ,26.25,85,0,overcast clouds,,N/A,N/A,#VALUE!
733F,COIMBRES08DEL03,35,4.8,11.001852,76.976268,11.061852,77.036268,Snack ,motorcycle ,24.96,73,0,mist,,Moderate,11.53,30.91666667
CE15,LUDHRES17DEL01,20,4.4,30.893384,75.821202,30.903384,75.831202,Drinks ,motorcycle ,19.01,57,0,clear sky,,Very Low,2.41,17.88333333
6.00E+21,HYDRES18DEL02,26,4.8,17.450851,78.379347,17.530851,78.459347,Snack ,motorcycle ,21.26,65,0,broken clouds,,High,17.06,47.65
9.00E+02,INDORES14DEL03,28,4,22.761593,75.886362,22.821593,75.946362,Snack ,motorcycle ,17.14,72,0,haze,,Moderate,11.75,31.36666667
8B98,CHENRES09DEL02,22,4.6,13.044694,80.26147,13.064694,80.28147,Meal ,motorcycle ,26.5,87,0,mist,,Low,5.02,15.7
B4E3,PUNERES010DEL02,24,4.7,18.539299,73.897902,18.619299,73.977902,Meal ,motorcycle ,19.35,65,0,clear sky,,Very High,19.95,52.76666667
F59,CHENRES16DEL01,23,4.8,13.049645,80.242268,13.059645,80.252268,Snack ,electric_scooter ,26.43,88,0,mist,,Very Low,2.19,14.71666667
1A8F,VADRES05DEL02,37,3.1,22.310526,73.170937,22.440526,73.300937,Buffet ,motorcycle ,22.35,43,0,clear sky,,High,24.93,40.9
5AD4,INDORES010DEL01,35,4.9,22.75004,75.902847,22.86004,76.012847,Meal ,scooter ,17.31,53,0,clear sky,,High,24.02,39.75
87A0,JAPRES12DEL01,38,4.4,26.902908,75.792934,27.012908,75.902934,Drinks ,motorcycle ,19.9,46,0,clear sky,,High,19.83,51.03333333
2FAC,CHENRES17DEL01,31,4.1,13.045479,80.23311,13.115479,80.30311,Buffet ,scooter ,26.39,88,0,broken clouds,,High,15.96,42.63333333
6228,JAPRES12DEL03,33,4.9,26.902908,75.792934,27.042908,75.932934,Drinks ,electric_scooter ,19.71,47,0,clear sky,,Very High,29.44,58.55
1E4A,CHENRES08DEL01,22,4.7,13.022394,80.242439,13.132394,80.352439,Snack ,motorcycle ,26.43,87,0,scattered clouds,,Very High,21.95,67.03333333
AB4C,RANCHIRES18DEL03,21,4.6,23.351489,85.324253,23.411489,85.384253,Meal ,scooter ,17.72,68,0,clear sky,,Moderate,11.31,29.78333333
8620,JAPRES13DEL02,38,4.4,26.846156,75.8023,26.866156,75.8223,Drinks ,motorcycle ,19.62,68,0,haze,,Very Low,3.92,18.96666667
364E,RANCHIRES06DEL02,24,4.5,23.357804,85.325146,23.487804,85.455146,Buffet ,electric_scooter ,17.85,67,0,clear sky,,High,22.26,46.16666667
215A,PUNERES11DEL01,27,4.9,18.533811,73.899315,18.603811,73.969315,Snack ,motorcycle ,18.9,65,0,clear sky,,High,17.3,46.3
119C,SURRES12DEL01,28,4.6,21.183434,72.814492,21.253434,72.884492,Buffet ,scooter ,22.83,42,0,clear sky,,Moderate,14.97,32.35
